1, 2013.896615084746, 169
2, 3349.8271384745763, 337
3, 4685.757721864406, 499
4, 5682.7050644067795, 680
5, 6340.669546101694, 842
6, 6490.159381525424, 1011
7, 6809.140862372882, 1168
8, 7128.122443220339, 1315
9, 7447.103754067796, 1489
10, 8274.559921186441, 1635
11, 8763.032537457628, 1831
12, 8912.522362881356, 2001
13, 9062.012288305084, 2161
14, 9211.502223728814, 2320
15, 9530.483254576273, 2522
16, 9679.97316, 2684
1, 1844.405169661017, 161
2, 3688.8100593220342, 350
3, 4855.249007288136, 523
4, 5004.738742711864, 702
5, 5832.194929830508, 846
6, 6998.634257796611, 981
7, 7317.615308644068, 1181
8, 7806.088564915254, 1313
9, 7955.578280338984, 1494
10, 8105.068005762711, 1674
11, 8932.523842881357, 1853
13, 9062.011598305084, 2230
16, 9171.498243728814, 2718
18, 9300.986539152544, 3041
19, 9450.476134576273, 3234
1, 2013.896765084746, 154
2, 2671.861146779661, 326
3, 4346.774541016949, 512
4, 5852.1968198305085, 657
5, 6171.178120677966, 832
6, 7337.616778644068, 1034
7, 7656.598219491526, 1195
8, 7975.5793403389835, 1388
10, 8952.525752881356, 1662
17, 9320.988809152543, 2814
19, 9450.477084576272, 3139
1, 2013.896565084746, 174
2, 3010.844137627119, 332
3, 3838.299964745763, 512
4, 4496.264406440679, 678
5, 5662.70335440678, 851
6, 6998.6345877966105, 948
7, 7826.0900649152545, 1163
9, 7955.578120338984, 1510
10, 8274.55944118644, 1683
11, 8424.049186610171, 1861
12, 8912.522092881356, 2028
13, 9062.011998305084, 2190
14, 9550.485454576272, 2302
20, 9599.96718, 3282
1, 2013.896695084746, 161
2, 2841.35265220339, 328
3, 4177.28313559322, 500
4, 4665.756271864407, 644
5, 5323.720593559322, 822
6, 7337.616988644068, 1013
7, 7995.5813203389835, 1190
8, 8145.071335762712, 1341
9, 8294.561361186441, 1491
10, 8613.542572033897, 1675
11, 8932.524202881357, 1817
12, 9082.014078305085, 1982
13, 9400.995369152542, 2158
15, 9530.483324576273, 2515
16, 9679.97314, 2686
1, 2013.896605084746, 170
2, 3519.318583898305, 345
3, 4516.266086440678, 510
4, 5852.196479830508, 691
5, 6001.686355254237, 856
6, 6998.63374779661, 1032
7, 7656.598469491526, 1170
8, 8145.071475762711, 1327
10, 8444.05179661017, 1600
11, 8593.541572033897, 1775
12, 9082.014258305084, 1964
14, 9211.502793728814, 2263
15, 9360.993019152544, 2393
16, 9510.482974576273, 2550
19, 9619.96913, 3087
1, 2013.896595084746, 171
2, 3010.844017627119, 344
3, 3838.300084745763, 500
4, 4157.281425593221, 671
5, 6001.686575254237, 834
6, 6998.63394779661, 1012
8, 7636.597079491526, 1309
9, 8125.069675762711, 1507
11, 8593.540942033898, 1838
12, 8912.522372881356, 2000
15, 9022.008938305084, 2496
17, 9151.497833728814, 2759
20, 9260.984049152543, 3290
1, 2183.3881405084744, 169
2, 3349.827058474576, 345
3, 4685.757511864407, 520
4, 5343.722063559322, 675
5, 6679.652466949153, 855
6, 6998.63378779661, 1028
7, 7317.6151486440685, 1197
11, 9271.507183728814, 1824
13, 9400.995369152542, 2158
1, 2013.896515084746, 179
2, 3010.844067627119, 339
3, 4685.757521864407, 519
4, 5174.230628135594, 666
5, 5662.70365440678, 821
6, 7676.599629491526, 1054
8, 7975.579330338984, 1389
9, 8464.05231661017, 1548
11, 8593.540352033899, 1897
12, 8912.521662881356, 2071
14, 9380.993779152543, 2317
15, 9530.483574576272, 2490
20, 9599.96881, 3119
1, 2013.896535084746, 177
2, 3180.3355430508473, 344
3, 3838.299984745763, 510
4, 5004.738852711864, 691
5, 5323.720133559322, 868
6, 6998.63431779661, 975
7, 7487.107384067796, 1126
8, 8145.071415762712, 1333
9, 8464.05273661017, 1506
11, 8593.540892033898, 1843
13, 8892.520412881357, 2196
14, 9042.010368305084, 2353
16, 9340.989939152543, 2701
17, 9490.479954576273, 2852
1, 1844.4051196610171, 166
2, 3519.318513898305, 352
3, 4855.249117288136, 512
