1, 4840.0, 117
2, 8165.0, 235
4, 9382.0, 424
1, 4840.0, 111
2, 7668.0, 226
3, 9034.0, 319
4, 9399.0, 409
1, 4838.0, 120
2, 7672.0, 228
3, 9040.0, 320
5, 9280.0, 500
1, 4840.0, 117
2, 7184.0, 227
3, 9043.0, 337
4, 9386.0, 428
1, 4838.0, 112
2, 8165.0, 218
3, 8537.0, 327
4, 8920.0, 409
5, 9254.0, 507
1, 4840.0, 105
2, 7184.0, 230
3, 9009.0, 344
6, 9113.0, 592
1, 4840.0, 114
2, 8165.0, 237
4, 9392.0, 409
1, 4838.0, 107
2, 7681.0, 224
3, 8529.0, 328
5, 9232.0, 508
1, 4840.0, 113
2, 7680.0, 220
3, 9017.0, 320
4, 9386.0, 410
1, 4840.0, 108
2, 7681.0, 200
3, 8509.0, 347
4, 8877.0, 441
5, 9258.0, 519
1, 4838.0, 111
2, 6680.0, 228
