1, 4833.0, 116
2, 7178.0, 236
3, 8012.0, 349
4, 9383.0, 438
1, 4343.0, 118
2, 7681.0, 217
3, 8018.0, 336
4, 9370.0, 443
1, 4341.0, 107
2, 7166.0, 230
3, 7548.0, 285
4, 8369.0, 459
5, 9230.0, 531
1, 4341.0, 112
2, 6695.0, 204
3, 8014.0, 337
4, 8876.0, 433
5, 9229.0, 545
1, 4345.0, 107
2, 7672.0, 220
3, 9006.0, 342
4, 9396.0, 402
1, 4833.0, 103
2, 7670.0, 219
3, 9014.0, 349
4, 9353.0, 453
1, 4833.0, 109
2, 7178.0, 233
3, 8536.0, 329
4, 9390.0, 419
1, 4340.0, 120
2, 7673.0, 232
3, 8525.0, 308
4, 9386.0, 440
1, 4343.0, 117
2, 7172.0, 223
3, 8503.0, 355
4, 9358.0, 449
1, 4343.0, 107
2, 7673.0, 217
3, 9012.0, 321
5, 9243.0, 508
1, 4832.0, 117
2, 7668.0, 234
3, 8522.0, 338
4, 8904.0, 430
5, 9197.0, 561
1, 4347.0, 120
2, 7178.0, 232
3, 8526.0, 336
4, 8901.0, 423
5, 9205.0, 530
1, 4833.0, 113
2, 7667.0, 231
3, 9014.0, 330
4, 9354.0, 450
1, 4343.0, 119
2, 7669.0, 211
3, 9019.0, 341
4, 9383.0, 428
1, 4341.0, 115
2, 7176.0, 238
3, 8522.0, 327
4, 9369.0, 420
1, 4833.0, 112
2, 7198.0, 218
3, 8522.0, 323
4, 8877.0, 435
5, 9244.0, 494
1, 4833.0, 118
2, 7178.0, 208
3, 8032.0, 319
4, 8861.0, 438
5, 9201.0, 555
1, 4832.0, 108
2, 7678.0, 223
3, 8530.0, 331
4, 8860.0, 449
5, 9236.0, 527
1, 4341.0, 120
2, 7684.0, 228
3, 8015.0, 341
4, 9366.0, 449
1, 4840.0, 117
2, 7175.0, 239
3, 8548.0, 324
4, 8877.0, 435
5, 9242.0, 528
1, 4341.0, 109
2, 6180.0, 226
3, 8033.0, 332
4, 8903.0, 403
5, 9212.0, 555
1, 4337.0, 96
2, 7175.0, 225
3, 8525.0, 319
4, 8851.0, 450
5, 9220.0, 521
1, 4833.0, 107
2, 6677.0, 209
3, 8027.0, 338
4, 8858.0, 451
6, 9099.0, 603
1, 4340.0, 114
2, 6690.0, 221
3, 8515.0, 337
4, 8861.0, 464
5, 9202.0, 557
1, 4833.0, 105
2, 7681.0, 234
3, 8006.0, 357
4, 9353.0, 442
1, 4833.0, 120
2, 7180.0, 225
3, 9022.0, 341
5, 9257.0, 521
1, 4341.0, 112
2, 7204.0, 217
3, 7523.0, 324
4, 9350.0, 458
1, 4833.0, 120
2, 7679.0, 193
3, 9027.0, 334
5, 9240.0, 515
1, 4342.0, 108
2, 6698.0, 216
3, 9021.0, 334
4, 9389.0, 419
1, 4832.0, 110
2, 7186.0, 213
4, 8882.0, 439
7, 8942.0, 740
1, 4833.0, 112
2, 7666.0, 229
3, 8530.0, 321
4, 8854.0, 451
5, 9218.0, 539
1, 4347.0, 112
2, 6688.0, 215
3, 8524.0, 336
5, 9268.0, 503
1, 4341.0, 106
2, 7667.0, 234
3, 8021.0, 334
4, 8867.0, 433
5, 9245.0, 524
1, 4347.0, 117
2, 7176.0, 224
3, 8514.0, 324
4, 8878.0, 413
5, 9248.0, 517
1, 4347.0, 112
2, 7671.0, 230
3, 8527.0, 326
4, 9358.0, 423
1, 4833.0, 97
2, 7179.0, 218
3, 8019.0, 343
4, 8886.0, 421
5, 9202.0, 550
1, 4833.0, 119
2, 6686.0, 223
3, 8511.0, 340
4, 9394.0, 435
1, 4838.0, 113
2, 7169.0, 228
3, 8515.0, 338
4, 8858.0, 439
5, 9219.0, 545
1, 4341.0, 120
2, 7681.0, 210
3, 9017.0, 346
5, 9265.0, 510
1, 4832.0, 118
2, 6689.0, 216
3, 8023.0, 327
4, 9378.0, 451
1, 4833.0, 119
2, 6690.0, 219
3, 8046.0, 295
4, 8874.0, 425
6, 9100.0, 634
1, 4833.0, 119
2, 7671.0, 225
3, 8020.0, 333
4, 8914.0, 413
6, 9057.0, 653
1, 4833.0, 88
2, 7681.0, 233
3, 8563.0, 296
4, 9368.0, 431
1, 4833.0, 114
2, 8165.0, 227
4, 8895.0, 425
5, 9207.0, 551
1, 4341.0, 103
2, 7184.0, 225
3, 8532.0, 313
5, 9248.0, 519
1, 4341.0, 120
2, 7176.0, 213
3, 9012.0, 344
6, 9125.0, 583
1, 4345.0, 107
2, 7675.0, 217
3, 8520.0, 340
5, 9206.0, 551
1, 4833.0, 116
2, 6683.0, 231
3, 8540.0, 337
4, 9380.0, 451
1, 4833.0, 117
2, 7193.0, 213
3, 8034.0, 327
4, 9359.0, 430
1, 4838.0, 117
2, 7176.0, 238
3, 9028.0, 328
5, 9242.0, 528
1, 4833.0, 103
2, 6679.0, 209
3, 8566.0, 288
5, 9235.0, 544
1, 4833.0, 119
2, 7680.0, 222
4, 8847.0, 450
5, 9216.0, 544
1, 4835.0, 97
2, 7675.0, 222
3, 8553.0, 325
5, 8755.0, 528
6, 9122.0, 603
1, 4833.0, 116
2, 7668.0, 235
4, 8890.0, 423
5, 9238.0, 525
1, 4832.0, 116
2, 7179.0, 223
3, 9023.0, 331
5, 9250.0, 505
1, 4838.0, 107
2, 7189.0, 219
3, 9021.0, 328
5, 9235.0, 545
1, 4341.0, 119
2, 7679.0, 221
3, 8029.0, 322
4, 9348.0, 457
1, 4341.0, 110
2, 7680.0, 218
3, 9013.0, 338
5, 9253.0, 478
1, 4343.0, 108
2, 7174.0, 205
3, 8016.0, 325
4, 9371.0, 433
1, 4832.0, 103
2, 7675.0, 226
3, 8013.0, 347
4, 8887.0, 415
5, 9209.0, 555
1, 4833.0, 115
2, 7179.0, 229
3, 9014.0, 345
5, 9235.0, 536
1, 4341.0, 105
2, 6686.0, 216
3, 7531.0, 324
4, 8880.0, 420
5, 9260.0, 509
1, 4341.0, 112
2, 7681.0, 213
3, 8535.0, 315
4, 9387.0, 432
1, 4838.0, 111
2, 7672.0, 230
3, 9018.0, 346
4, 9388.0, 430
1, 4832.0, 101
2, 7182.0, 214
3, 9022.0, 335
5, 9240.0, 517
1, 4838.0, 117
2, 6677.0, 217
3, 8013.0, 340
4, 8363.0, 438
5, 8697.0, 575
6, 9076.0, 626
1, 4840.0, 112
2, 6688.0, 204
3, 8516.0, 325
4, 9400.0, 414
1, 4833.0, 108
2, 7174.0, 217
3, 8525.0, 334
4, 8891.0, 411
5, 9230.0, 537
1, 4832.0, 118
